text,final_sentiment
"['anak', 'suka', 'mcdonalds', 'kadang', 'bingung', 'sarap', 'iya', 'mcdonalds', 'pergi', 'jalan', 'bingung', 'beli', 'iya', 'mcdonalds', 'boikot', 'yaudah', 'goreng', 'sehat', 'sisa', 'ganti', 'bingung', 'prduk', 'snikers', 'galau', 'beli', 'snikers', 'sadar', 'dukung', 'produk', 'lokal']",-1
"['taehyung', 'konsumsi', 'kentang', 'mcdonalds', 'sih', 'post', 'ig', 'mcdonalds', 'hindarin', 'kaget', 'sedih', 'lihat', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['bayang', 'nih', 'yaw', 'support', 'idol', 'finansial', 'yaw', 'pakai', 'duit', 'jajan', 'mcdonalds', 'starbucks', 'pro', 'hindarin', 'palestina', 'marah', 'gua', 'sih', 'marah', 'yaw', 'marah', 'nih', 'yaw', 'coba', 'pergi', 'kalauinik', 'psikolog', 'psikiater', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['bingung', 'iya', 'orangorang', 'ngefoto', 'makan', 'mcdonalds', 'benar', 'pampang', 'logo', 'makan', 'rame', 'boikotin', 'sadar', 'dukung', 'produk', 'lokal']",-1
"['yot', 'begini', 'begini', 'mcdonalds', 'lagi', 'boikot', 'jadi', 'mcdonalds', 'kita', 'alias', 'stop', 'ide', 'ide', 'gila', 'lo', 'yot']",1
"['bodo', 'sih', 'suka', 'beli', 'mcdonalds', 'beli', 'sadar', 'dukung', 'produk', 'lokal']",-1
"['htetapstcolybxgq', 'jihad', 'fisabilillah', 'gerak', 'mcdonalds', 'ubah', 'beli', 'ayo', 'boikot']",1
"['taehyung', 'idol', 'gede', 'negeri', 'wawas', 'luas', 'stop', 'giving', 'him', 'the', 'benefit', 'of', 'the', 'doubt', 'teman', 'idolnya', 'kena', 'mcdonalds', 'starbucks', 'orang', 'hindarin', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['anjir', 'tone', 'deaf', 'bangsat', 'magadir', 'gws', 'deh', 'jugan', 'pengaruh', 'nder', 'dukung', 'palestina', 'jugan', 'ignorant', 'boikot', 'produk', 'jajah', 'jihad', 'sono', 'benar', 'bantu', 'cara', 'lagisg', 'donasi', 'usaha', 'zionis', 'isriwil', 'tipis', 'samsek']",1
"['gerak', 'boikot', 'karyawan', 'alam', 'rugi']",-1
"['boikot', 'bds', 'untung', 'lari', 'israel', 'hindarin', 'untung', 'usaha', 'hindarin', 'kasih', 'tekan', 'usaha', 'dukung', 'aksi', 'genocide', 'amp', 'apartheid', 'mcdonalds', 'masuk', 'list', 'hindarin', 'oranganik', 'alas', 'bandintidakan', 'dengan', 'sbux', 'htetapstcozpoyuvy', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['mcdonalds', 'disney', 'nya', 'enggak', 'bakal', 'tonton', 'paham', 'gerak', 'enggak', 'mau', 'bds', 'mbak', 'bjir', 'beli', 'indonesia', 'global']",-1
"['hahaha', 'mcdonalds', 'boikot', 'ndatau', 'ratarata', 'tutup', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boicot']",1
"['lapang', 'kerja', 'korban', 'utama', 'dampak', 'ekonomi', 'luas']",-1
"['mcdonalds', 'rasa', 'pro', 'kak', 'tinggi', 'boikot', 'israel', 'mcdonalds', 'inti', 'kompak', 'saham', 'efek', 'mcdonalds', 'tetap', 'inpo', 'kemarin', 'boikot', 'dapat']",1
"['taehyung', 'idol', 'gede', 'negeri', 'wawas', 'luas', 'muntidakin', 'stop', 'giving', 'him', 'the', 'benefit', 'of', 'the', 'doubt', 'teman', 'idolnya', 'kena', 'mcdonalds', 'starbucks', 'orang', 'boikot']",1
"['que', 'pinta', 'beli', 'en', 'eurovision', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boicot']",-1
"['norak', 'taehyung', 'tutup', 'foto', 'mcdonalds', 'makan', 'serah', 'bjir', 'lu', 'hapus', 'hak', 'kemuntidakinan', 'dipost', 'boikot', 'genosida', 'palestine', 'htetapstcoswjdzjp', 'pakai']",-1
"['kak', 'produk', 'boikot', 'mcdonalds', 'makan', 'mcdonalds', 'ubah', 'ayo', 'beli', 'tae']",-1
"['berita', 'palestine', 'tiktok', 'mutualku', 'video', 'boikot', 'manfaat', 'tadi', 'htetapstcoswzjlagiugpa', 'samag', 'ig', 'buka', 'sharing', 'juang']",1
"['mcdonalds', 'kena', 'hindarin', 'idolnya', 'dicancel', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['support', 'sih', 'skincare', 'muslim', 'ngelepas', 'sadar', 'kak', 'cocok', 'non', 'sedantidakan', 'makan', 'gegara', 'produk', 'hindarin', 'mcdonalds', 'rela', 'terang', 'produk', 'dukung', 'lokal', 'israel', 'temenku', 'muka', 'agama', 'terang']",-1
"['mekdionalds', 'id', 'ah', 'screenshotan', 'edit', 'amp', 'omong', 'orang', 'boikot', 'sih', 'kafir', 'nyamar', 'ayo', 'boicot', 'mcdonalds', 'ubah']",1
"['boikot', 'boikot', 'mcdonalds', 'sbux', 'kfc', 'hidup', 'nikamuat', 'dampak', 'orang', 'cari', 'nafkah', 'hidup', 'keluarga', 'boikot', 'israel', 'anak', 'bangsa', 'sadar', 'dukung', 'produk', 'lokal']",1
"['ayo', 'army', 'daftar', 'kak', 'benar', 'beli', 'ubah', 'mcdonalds', 'masuk', 'mcdonalds', 'bilang', 'boikot']",-1
"['lihat', 'bodohx', 'kremy', 'kenapa', 'pakai', 'boikot', 'taehyung', 'post', 'tau', 'lho', 'mcdonalds', 'enggak', 'produk', 'di', 'boikot', 'posting', 'kentang', 'implemented', 'member', 'bangtan', 'ngehate', 'ke', 'tae', 'ampek', 'kayak', 'enggak', 'akhlak', 'bodohx', 'krem', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['barat', 'starbucks', 'makan', 'mcdonalds', 'sok', 'cilacap', 'sampai', 'beli', 'kompak', 'efek', 'rasa', 'tim', 'produk', 'waras', 'boikot', 'mcdonalds', 'tertawa', 'mati', 'boikot', 'alternatif']",1
"['boikot', 'mcdonaldsi', 'kontraproduktif', 'kerja', 'lokal', 'alam', 'rugi']",-1
"['mcdonalds', 'haram', 'produk', 'haram', 'mui', 'ayo', 'boikot', 'ubah', 'mcdonalds', 'makan', 'konsumsi', 'boikot']",1
"['rasa', 'boikot', 'kagak', 'mcdonalds', 'kekeh', 'muntidakin', 'kayak', 'efek', 'keluar', 'isrl', 'tetap', 'sih', 'deh', 'apa', 'boikot', 'diri', 'iya', 'donasi', 'renti', 'kayak', 'netizen', 'cabang', 'kompak', 'statement', 'mcdonalds', 'bentuk', 'percaya', 'kecuali', 'sadar']",1
"['gerak', 'boikot', 'kerja', 'lokal', 'alam', 'turun']",-1
"['duaribu', 'baik', 'iya', 'boikotin', 'mah', 'boikotin', 'kagak', 'pemboikotinan', 'idol', 'main', 'sosamaed', 'samasekali', 'tae', 'dar', 'info', 'kentang', 'mustofa', 'enak', 'kentang', 'mcdonalds']",-1
"['santidaka', 'mcdonalds', 'mcdonalds', 'begini', 'tolol', 'boikot', 'orang', 'boikot', 'efek', 'habis', 'ajuga', 'htetapstcolagirkrsseu', 'omong', 'rasa', 'indonesia', 'tbtb', 'kompak', 'ngaruh']",1
"['narasi', 'sampah', 'katrok', 'ulang', 'media', 'speak', 'up', 'hindarin', 'makan', 'mcdonalds', 'sb', 'penting', 'fatal', 'kah', 'sampai', 'cari', 'alternative', 'susah', 'hipokrit']",-1
"['starbuck', 'sih', 'mcdonalds', 'iya', 'apaapa', 'cela', 'orang', 'putus', 'boikot', 'bilang', 'boikot', 'guna']",1
"['tuju', 'boikot', 'ajar', 'parttime', 'hilang', 'dapat']",-1
"['dampak', 'boikot', 'mcdonaldsi', 'rugi', 'supplier', 'lokal', 'kurang', 'langgan']",-1
"['tetap', 'boikot', 'teman', 'story', 'bukber', 'mcdonalds', 'bergerking', 'hm', 'aneh', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['boykat', 'boikot', 'beli', 'mcdonalds', 'sbux', 'support', 'nya', 'bagaimana', 'palestine', 'jajah', 'israel', 'peduli', 'sumber', 'duit', 'utama', 'situ', 'hipokrit']",-1
"['mcdonalds', 'public', 'figur', 'mcdonalds', 'sponsor', 'kak', 'boikot', 'beli', 'beli', 'gaet', 'endorse', 'selubung', 'ayo', 'sbux', 'ubah']",-1
"['amerika', 'dilakuin', 'boikot', 'mcdonalds', 'nya', 'franchise', 'ayo', 'ubah', 'mcdonalds', 'hubung', 'indonesia', 'kaya', 'iya', 'bayar', 'iya', 'boykat', 'bgst', 'kak', 'iya', 'karyawannya', 'franchise', 'boikot', 'pikir', 'mcdonalds', 'mcdonalds', 'indonesia', 'amerika', 'sistem', 'nya', 'mcdonalds']",-1
"['used', 'tapi', 'but', 'now', 'im', 'skintific', 'girly', 'bcs', 'of', 'the', 'high', 'coverage', 'and', 'also', 'hindarin', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['sulit', 'debat', 'sama', 'orang', 'goblok', 'common', 'sense', 'story', 'nya', 'maaf', 'ges', 'laper', 'tapi', 'malah', 'hashtag', 'makan', 'ya', 'makan', 'situasi', 'nya', 'masyarakat', 'beli', 'yaudah', 'enggak', 'usah', 'story', 'story', 'ngestory', 'makan', 'mcdonalds', 'terus', 'pakai', 'emot', 'semantidaka']",-1
"['someone', 'zionist', 'ramai', 'did', 'bisingbising', 'stands', 'tengok', 'that', 'boikot', 'template', 'mcdonalds', 'like', 'production', 'those', 'marvel', 'expose', 'create', 'company', 'juga', 'think', 'for', 'iya', 'with', 'info', 'should', 'tapi', 'share', 'boikot', 'etc', 'we', 'company', 'patut']",1
"['tuju', 'boikot', 'usaha', 'franchise', 'dampak', 'negatif']",-1
"['hahabukti', 'rezeki', 'tangan', 'allahorang', 'pegi', 'beli', 'pasal', 'wife', 'no', 'model', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['beli', 'bangsa', 'kerja', 'sih', 'bodo', 'tanah', 'sodara', 'apa', 'sih', 'sodara', 'mcdonalds', 'air', 'kasihan', 'hamas']",-1
"['dampak', 'lantidakah', 'mitigasinya', 'short', 'sih', 'kpop', 'mcdonalds', 'mcdonalds', 'boikot', 'ubah', 'boikot', 'artis', 'collab', 'cuman', 'ayo', 'kelas', 'term']",1
"['disosamaed', 'beda', 'mcdonalds', 'kak', 'doang', 'brisiknya', 'ubah', 'bacot', 'boikot', 'indonesia', 'bulan', 'mcdonalds', 'kfc', 'lihat', 'amp', 'salut', 'tapi', 'ribut', 'orang', 'fan', 'fakta', 'mereka', 'mlompong', 'beda', 'teriak', 'ayo', 'boikot', 'fomo', 'kosong', 'negara', 'dapat', 'bbrapa', 'sosamaed', 'dadak', 'tetangga', 'kesana', 'keren']",1
"['mcdonalds', 'pegawai', 'habis', 'stop', 'lokal', 'hindarin', 'cabang', 'uang', 'beli', 'ada', 'kasih', 'mcdonalds', 'aku', 'israel', 'orang', 'sadar', 'dukung', 'cabang', 'israel', 'erti', 'mcdonalds', 'duh', 'hindarin', 'bayar', 'mcdonalds', 'beli', 'produk', 'israel']",-1
"['boikottin', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['nctzen', 'segknya', 'waras', 'iya', 'pas', 'nct', 'promo', 'mcdonalds', 'benar', 'boikot', 'kayak', 'fandom', 'ekhem', 'yeah', 'koar', 'kata', 'idol', 'zionis', 'pas', 'sepi', 'wkakakak']",1
"['condet', 'yuk', 'ubah', 'bagus', 'me', 'boikot', 'ok', 'tmptnya', 'mcdonalds', 'doi', 'sbx', 'mcdonalds', 'doi', 'apa', 'ikut', 'kaya', 'ayo', 'boikot']",1
"['usaha', 'franchise', 'korban', 'utama', 'turun', 'produktivitas']",-1
"['boikotin', 'barangan', 'milik', 'syarikat', 'cina', 'pakai', 'kali', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['henti', 'cuman', 'nya', 'dukung', 'nge', 'war', 'kwk', 'boikotin', 'nunjukin', 'kerja', 'sponspor', 'gua', 'produk', 'bela', 'gua', 'bela', 'coba', 'saja', 'ngompor', 'mcdonalds', 'biar', 'gua', 'lokal', 'nge', 'kocak', 'hype', 'pas', 'sadar', 'tweetan', 'laku', 'kemarin', 'ngomporin', 'yeu']",1
"['mekdionalds', 'id', 'iya', 'semangat', 'boikot', 'nya', 'tertawa', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['rugi', 'pastu', 'rata', 'pusing', 'cari', 'konsisten', 'kejap', 'buka', 'kejap', 'tutup', 'suppose', 'time', 'kfc', 'beli', 'nih', 'ayo', 'boikot', 'mcdonalds', 'ubah']",-1
"['kompak', 'niat', 'brengsek', 'mcdonalds', 'efek', 'rasa', 'boikot', 'orangorang', 'mcdonalds', 'boikot', 'maaf']",1
"['doa', 'donasi', 'lembaga', 'terpercaya', 'demo', 'boikot', 'produk', 'nya', 'belakang', 'pakai', 'amp', 'beli', 'mcdonalds', 'kfc', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['beli', 'saur', 'mcdonalds', 'kbab', 'republik']",-1
"['keluarga', 'benar', 'beli', 'produk', 'kayak', 'produk', 'coca', 'cola', 'psi', 'mcdonalds', 'enggak', 'pernah', 'beli', 'produk', 'oktober', 'kemarin', 'list', 'boikot', 'tambah', 'alhamdulillah', 'keluarga', 'biasa', 'use', 'local', 'product', 'hipokrit']",-1
"['bobby', 'masuk', 'list', 'iya', 'endors', 'pas', 'kasih', 'mcdonalds', 'boikot', 'hapus', 'postingan', 'tentang', 'mcdonalds', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['sumbang', 'mcdonalds', 'israel', 'doang', 'lokal', 'mcdonalds', 'israel', 'langsung', 'beli', 'mcdonalds', 'global', 'biar', 'jadi', 'ulang', 'salah', 'alamat', 'hindarin', 'global', 'bukti', 'sumbang', 'burger', 'king', 'domino', 'pizza', 'hut', 'dl', 'israel', 'makan', 'dosa', 'fitnah', 'hipokrit']",-1
"['no', 'iya', 'offense', 'ya', 'orang', 'bikin', 'rnb', 'mending', 'gimanagimana', 'yaudah', 'guys', 'taehyung', 'sampai', 'gas', 'mcdonalds', 'trending', 'muntidakin', 'capek', 'unfol', 'nyadarin', 'beli', 'sok']",-1
"['iya', 'tangan', 'isriwil', 'tentara', 'bentuk', 'mcdonalds', 'kak', 'solidaritas', 'tentara', 'isriwil', 'akun', 'massal', 'manusia', 'cuci', 'beli', 'sampai', 'reja', 'hari', 'makan', 'aman', 'supply', 'untung', 'statemen', 'berterimakasih']",-1
"['haram', 'gua', 'makan', 'mcdonalds', 'bantai', 'muslim', 'boikot', 'anjing', 'sadar', 'dukung', 'produk', 'lokal']",1
"['nyuruh', 'sender', 'iya', 'menfes', 'mcdonalds', 'pikir', 'boikot', 'beli', 'lebar', 'hak', 'beli', 'merek', 'sih', 'bilang', 'bahas', 'yaudah']",-1
"['dampak', 'boikot', 'mcdonaldsi', 'rugi', 'usaha', 'franchise', 'kurang', 'langgan']",-1
"['rugi', 'boikot', 'usaha', 'franchise', 'akibat', 'hilang', 'masuk']",-1
"['mcdonalds', 'nurani', 'hati', 'boikot', 'moga', 'tae', 'manusia', 'tindak']",1
"['boikot', 'mcdonalds', 'ful', 'suport', 'dbro', 'sabana', 'mereun', 'endorse', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['wingstop', 'boikot', 'iya', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['boikot', 'tetap', 'boikot', 'efek', 'boikat', 'mcdonalds', 'rame', 'kompak', 'mcdonalds', 'tarak', 'rasa']",1
"['merch', 'lihat', 'ayo', 'euy', 'nya', 'mereka', 'ngelunjak', 'dah', 'lihat', 'teh', 'ubah', 'mcdonalds', 'boikot', 'boikot']",1
"['fomo', 'mah', 'boikot', 'mcdonalds', 'starbuck', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['mcdonalds', 'indonesia', 'dukung', 'israel', 'boikot']",1
"['pon', 'masuk', 'kat', 'je', 'benar', 'itu', 'jelah', 'indonesia', 'mcdonalds', 'bende', 'beli', 'minum', 'nasihat', 'kene', 'jaga', 'aiskrim', 'nih', 'gambar', 'kadang', 'nak', 'hina', 'anak', 'nak', 'taehyung', 'anak', 'buang', 'boikot', 'marah', 'beli', 'beli']",-1
"['kalauo', 'tapi', 'nyeret', 'langsung', 'bela', 'korea', 'iya', 'taehyung', 'playvic', 'muntidakin', 'lah', 'mcdonalds', 'efek', 'up', 'kompak', 'salah', 'foto', 'boikot', 'sadar', 'rasa', 'enggak', 'usah', 'mcdonalds', 'plis', 'lagi', 'gapeduli', 'salah', 'aksi', 'tertawa', 'abcd', 'rame', 'beli', 'salah', 'memang']",1
"['rugi', 'boikot', 'ajar', 'parttime', 'akibat', 'gerak', 'boikot', 'efektif']",-1
"['jugan', 'boikot', 'indonesia', 'benar', 'punngung', 'enteng', 'kerja', 'blagi', 'anjing', 'mcdonalds', 'indonesia', 'ribu', 'repot', 'nganggur', 'rakayaat', 'tulang', 'boikot', 'ubah', 'mcdonalds', 'indonesia', 'mcdonalds', 'ayo', 'mcdonalds', 'ini', 'kerja', 'tambah', 'suruh', 'keluarga', 'mana', 'boikot', 'banget', 'boikot', 'banyak']",1
"['gerak', 'boikot', 'usaha', 'franchise', 'ancam', 'phk']",-1
"['army', 'bts', 'lihat', 'taehyung', 'pamer', 'kentang', 'mcdonalds', 'kayak', 'kiamat', 'tanantium', 'karukaruan', 'bawa', 'santai', 'santai', 'jav', 'lover', 'jav', 'lover', 'latah', 'gerak', 'boikat', 'boikot', 'pornstar', 'idola', 'rena', 'miyashita', 'terang', 'htetapstcomrvpewzlu', 'sadar', 'dukung', 'produk', 'lokal']",1
"['gerak', 'boikot', 'usaha', 'franchise', 'ancam', 'phk']",-1
"['mcdonalds', 'meanwhile', 'ayo', 'ubah', 'mcdonalds', 'be', 'boikot', 'indonesia', 'pro', 'boikot', 'mcdonalds', 'people', 'htetapstcolngemdaeu', 'like', 'ayo', 'mcdonalds', 'srael']",1
"['iya', 'kak', 'statemen', 'cuci', 'tangan', 'mcdonalds', 'aman', 'untung', 'reja', 'supply', 'belian', 'hari', 'tentara', 'isriwil', 'sampai', 'akun', 'tentara', 'isriwil', 'berterimakasih', 'bentuk', 'solidaritas', 'manusia', 'boikot', 'massal']",1
"['kaya', 'beda', 'konteks', 'deh', 'mcdonalds', 'benar', 'wajib', 'boikotin', 'sedantidakan', 'olimpyc', 'kemarin', 'ajak', 'bds', 'seokjin', 'atur', 'olimpycnya', 'bawa', 'atribut', 'bendera', 'ajak', 'bds', 'sulit', 'realisasi', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['semangat', 'iya', 'sender', 'kakak', 'kaya', 'pribadi', 'tetap', 'stop', 'beli', 'mcdonalds', 'replyan', 'beli', 'mcdonalds', 'enggak', 'usah', 'khawatir', 'prinsip', 'orang', 'boikot', 'paksa', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['berat', 'idol', 'belah', 'boikot', 'boikotin', 'rasa', 'iya', 'kompak', 'mcdonalds', 'efek', 'jugan', 'iya', 'lupa', 'promosi', 'mcdonalds']",1
"['keren', 'perang', 'sampai', 'begini', 'konsumsi', 'mcdonalds', 'tahi', 'boykat', 'boikot', 'nyumbang', 'mcdonalds', 'mcdonalds', 'ngonten', 'tik', 'gilir', 'beda', 'sama', 'idealis', 'kata', 'kaum', 'netral', 'tahi', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['tetap', 'boikot', 'teman', 'story', 'bukber', 'mcdonalds', 'bergerking', 'hm', 'aneh', 'sadar', 'dukung', 'produk', 'lokal']",1
"['mcdonalds', 'taehyung', 'hsjsjsjsjs', 'pon', 'pon', 'jenis', 'kawan', 'je', 'backup', 'post', 'taehyung', 'stil', 'hindarin', 'armys', 'cakap', 'je', 'fully', 'makan']",-1
"['heh', 'sih', 'palestina', 'army', 'produk', 'galang', 'onta', 'di', 'sama', 'mcdonalds', 'dana', 'bts', 'lokal', 'sadar', 'ba', 'boikot', 'bts', 'dukung', 'palestina', 'fro', 'biji']",1
"['engangement', 'sih', 'onggok', 'kata', 'shit', 'beli', 'munafik', 'that', 'sosoan', 'orang', 'karyawan', 'lupa', 'pas', 'pandji', 'dsb', 'ngetwit', 'orang', 'lokal', 'cut', 'usaha', 'lu', 'stupid', 'anggap', 'rugi', 'makan', 'iya', 'mcdonalds', 'un', 'mcdonalds', 'kerja', 'man']",-1
"['kena', 'sasar', 'boikot', 'ton', 'jack', 'si', 'htetapstcosdkinrstz', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['beda', 'loh', 'ceu', 'beda', 'speak', 'up', 'biar', 'israhel', 'main', 'arah', 'bantu', 'kesana', 'boikot', 'olympicnya', 'kayak', 'mcdonalds', 'disamain', 'beda', 'tanggung', 'torchbearer', 'seokjin', 'doang']",1
"['balas', 'pundung', 'hina', 'teman', 'mcdonalds', 'gua', 'rasa', 'mcdonalds', 'kah', 'boikot', 'kata', 'efek', 'lawak', 'komedi', 'kotor', 'boikot', 'idol', 'cik', 'kerja', 'begini', 'pakai', 'enha', 'iri', 'mu', 'maha', 'gua', 'kompak', 'ewwh']",1
"['starbuck', 'boikot', 'mcdonalds', 'fomo', 'mah']",1
"['boicot', 'kemarin', 'mcdonalds', 'jepang', 'cuma', 'sponsor', 'mv', 'debut', 'jepang', 'collab', 'brand', 'my', 'boicot', 'mv', 'nya', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boicot']",1
"['bts', 'kali', 'mcdonalds', 'kan', 'member', 'muntidakin', 'seru', 'boikot', 'tapi', 'leader', 'genius', 'up', 'slide']",1
"['wakil', 'resah', 'teman', 'kerja', 'mcdonalds', 'dapat', 'best', 'employe', 'kerjaampdedikasinya', 'usaha', 'mcdonalds', 'usaha', 'boleh', 'staffnya', 'hijab', 'kurang', 'jam', 'kerja', 'ramaudahan', 'kena', 'lay', 'of', 'gerak', 'boycottin', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['ok', 'sip', 'kayak', 'nya', 'rest', 'kecewa', 'mcdonalds', 'brand', 'gede', 'utak', 'boikot', 'brand', 'ok', 'anjir']",1
"['kena', 'boikot', 'bighit', 'takat', 'kentang', 'goreng', 'mcdonalds', 'kalah', 'annoying', 'sadar', 'dukung', 'produk', 'lokal']",1
"['mental', 'tonton', 'kasi', 'rugi', 'disney', 'mah', 'dengan', 'mcdonalds', 'tidak', 'boikot', 'sembah', 'total', 'gratis', 'produk', 'tonton', 'hubung', 'wkwkwkwk', 'gratis', 'mana', 'boikot', 'cari', 'beli']",-1
"['aqua', 'bela', 'iman', 'pengaruh', 'beli', 'mcdonalds', 'iya', 'orang', 'ikut', 'starbuck', 'ubah', 'donasi', 'dl', 'boikotinan', 'orang', 'ayo', 'indonesia', 'boikot', 'kuat', 'gampang', 'saudara', 'boikot', 'mcdonalds']",-1
"['mcdonalds', 'sampai', 'bagi', 'minum', 'habis', 'jumat', 'boikot', 'efek', 'sadar', 'dukung', 'produk', 'lokal']",1
"['rugi', 'boikot', 'ajar', 'parttime', 'akibat', 'gerak', 'boikot', 'efektif']",-1
"['gerak', 'boikot', 'supplier', 'lokal', 'hilang', 'dapat']",-1
"['gerak', 'boikot', 'kerja', 'lokal', 'hilang', 'dapat']",-1
"['sih', 'mcdonalds', 'hindarin', 'produk', 'ngaruh', 'bukti', 'gencar', 'collab', 'sama', 'kpop', 'apa', 'sih', 'mcdonalds', 'apa', 'beliya', 'zionis', 'sih', 'mcdonalds', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['serang', 'sampai', 'menurutaku', 'orangorang', 'ikutikutan', 'sakit', 'ah', 'malas', 'twit', 'mcdonalds', 'ganggu', 'kali', 'kenal', 'iya', 'komen', 'beli', 'orang', 'sampai', 'japri', 'makan', 'sih']",-1
"['sadar', 'anzani', 'gita', 'produk', 'tetap', 'boikot', 'pilih', 'dukung', 'lokal']",1
"['denial', 'anjuga', 'mcdonalds', 'memang', 'boikot', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['ton', 'si', 'kena', 'boikot', 'mcdonalds', 'efek', 'htetapstcosdkinrstz', 'kompak', 'sasar', 'boikot', 'jack', 'rasa']",1
"['lah', 'army', 'ngejangan', 'beli', 'album', 'muse', 'track', 'jangan', 'beli', 'munafik', 'elu', 'arah', 'bds', 'beli', 'mcdonalds', 'bela', 'idol', 'promoin', 'mcdonalds', 'ada', 'bds', 'suruh', 'beli', 'dengar', 'lagu', 'zi', 'nya', 'ayo', 'boikot', 'mcdonalds', 'ubah']",-1
"['ubah', 'ngepost', 'fre', 'mcdonalds', 'post', 'enggak', 'teman', 'mcdonalds', 'gembargembor', 'boikot', 'deh', 'makan', 'doyan', 'boikot', 'makan', 'serah', 'jelasjelas', 'mcdonalds', 'blunder', 'ayo', 'enggak', 'usah', 'eh', 'palestine']",-1
"['gua', 'mcdonalds', 'muslim', 'iya', 'efek', 'nya', 'india', 'makan', 'komentar', 'aksi', 'hate', 'dengar', 'maybe', 'turki', 'nya', 'muslim', 'kerja', 'malay', 'boikotin', 'fokus', 'naikin', 'mcdonalds', 'spore', 'kompak', 'orang', 'rasa', 'boikot', 'orang', 'serius', 'orang', 'tinggal', 'indonesia', 'hati']",1
"['dampak', 'boikot', 'mcdonaldsi', 'rugi', 'usaha', 'franchise', 'turun', 'omzet']",-1
"['boikot', 'mcdonaldsi', 'kontraproduktif', 'kerja', 'paruh', 'alam', 'turun']",-1
"['boikotin', 'ayo', 'mcdonalds', 'ubah', 'boikot']",1
"['hahabukti', 'rezeki', 'tangan', 'allahorang', 'pegi', 'beli', 'pasal', 'wife', 'no', 'model', 'sadar', 'dukung', 'produk', 'lokal']",-1
"['iya', 'gaboleh', 'ink', 'yaallah', 'pengin', 'sbenarnya', 'produk', 'hindarin', 'lagi', 'vinyl', 'beli', 'lokal', 'dukung', 'guys', 'tahan', 'sadar']",-1
"['gaco', 'mcdonalds', 'kfc', 'boikot', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['kbanyakan', 'bahas', 'boikot', 'mcdonalds', 'kayaakny', 'jarang', 'bahas', 'enih', 'canva', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['gerak', 'boikot', 'kerja', 'paruh', 'ancam', 'phk']",-1
"['kompak', 'produk', 'mcdonalds', 'boikot', 'rasa', 'efek', 'makan', 'masuk', 'mcdonalds', 'kfc', 'beli', 'anjay']",1
"['laku', 'umkm', 'korban', 'utama', 'turun', 'omzet']",-1
"['guys', 'boicot', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boicot']",-1
"['boikot', 'sih', 'mcdonalds', 'starbucks', 'kfc', 'dl', 'dunia', 'alas', 'bodoh', 'lah', 'orang', 'nya', 'alas', 'boicotin', 'orang', 'bodoh', 'bela', 'bodoh']",1
"['indonesia', 'suplai', 'rasa', 'boikot', 'tentara', 'boikot', 'kompak', 'nih', 'mcdonalds', 'mcdmasa', 'negara', 'makan', 'boikot', 'efek']",1
"['apps', 'bahas', 'postingan', 'namu', 'rpwp', 'makan', 'coca', 'cola', 'hobi', 'pakai', 'baju', 'mcdonalds', 'seru', 'boikot', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['tau', 'boikot', 'bikin', 'repot', 'produk', 'unilever', 'boikot', 'produk', 'kayak', 'mcdonalds', 'starbucks']",1
